"Object","Catalogue","Type","RA","Dec","Const","Mag","Subr","Size_max","Size_min","Common","Other"
"C 70","Caldwell","GALXY","0.915","-37.684","SCL","8.66","23.59","19.41","13.06","Sculptor Pinwheel Galaxy","NGC 300, ESO 295-20"
"C 71","Caldwell","OPNCL","7.869","-38.533","PUP","5.8","","27.0","18.6","Termite Hole Cluster","NGC 2477, OCL 720"
"C 72","Caldwell","GALXY","0.248","-39.197","SCL","8.54","22.52","29.85","3.05","String of Pearls Galaxy","NGC 55, Dunlop 507"
"C 73","Caldwell","GLOCL","5.235","-40.047","COL","7.23","","9.0","9.0","","NGC 1851, Dunlop 508"
"C 74","Caldwell","PLNNB","10.117","-40.437","VEL","9.2","8.2","0.88","0.5","Eight-Burst Nebula, Southern Ring Nebula, Eight-burst Planetary Nebula","NGC 3132, PK 272+12.1"
"C 75","Caldwell","OPNCL","16.422","-40.654","SCO","5.8","","29.0","13.5","","NGC 6124, Dunlop 514"
"C 76","Caldwell","OPNCL","16.903","-41.824","SCO","2.6","","15.0","13.8","Baby Scorpion Cluster, Table of Scorpius","NGC 6231, Dunlop 520"
"C 77","Caldwell","GALXY","13.424","-43.019","CEN","7.22","23.59","25.88","19.77","Centaurus A, Hamburger Galaxy","NGC 5128, Dunlop 482"
"C 78","Caldwell","GLOCL","18.134","-43.716","CRA","7.32","","13.0","7.5","","NGC 6541, Dunlop 473"
"C 79","Caldwell","GLOCL","10.294","-46.411","VEL","8.24","","18.0","9.6","","NGC 3201, Dunlop 445"
"C 80","Caldwell","GLOCL","13.446","-47.477","CEN","5.33","","36.0","27.0","Omega Centauri","NGC 5139, Omega Centauri"
"C 81","Caldwell","GLOCL","17.425","-48.423","ARA","8.87","","7.2","7.0","","NGC 6352, Dunlop 417"
"C 82","Caldwell","OPNCL","16.689","-48.763","ARA","5.2","","15.0","8.1","","NGC 6193, OCL 975"
"C 83","Caldwell","GALXY","13.091","-49.468","CEN","11.86","23.4","23.33","4.03","","NGC 4945, Dunlop 411"
"C 84","Caldwell","GLOCL","13.774","-51.373","CEN","8.31","","9.0","6.6","","NGC 5286, Dunlop 388"
"C 85","Caldwell","OPNCL","8.676","-53.035","VEL","2.5","","50.0","29.1","Omicron Vel Cluster, omi Vel Cluster, Omicron Velorum Cluster","IC 2391, Cr 191"
"C 86","Caldwell","GLOCL","17.678","-53.674","ARA","5.17","","26.0","15.3","","NGC 6397, Lac III-11"
"C 87","Caldwell","GLOCL","3.204","-55.217","HOR","8.63","","7.0","5.1","","NGC 1261, GCL 5"
"C 88","Caldwell","OPNCL","15.092","-55.604","CIR","7.9","","10.0","3.9","","NGC 5823, OCL 936"
"C 89","Caldwell","OPNCL","16.314","-57.935","NOR","5.4","","12.0","10.2","S Normae Cluster, S Nor Cluster","NGC 6087, OCL 948"
"C 90","Caldwell","PLNNB","9.357","-58.312","CAR","9.7","6.5","0.23","0.2","","NGC 2867, PK 278-5.1"
"C 91","Caldwell","OPNCL","11.097","-58.77","CAR","3.0","","55.0","12.0","Pincushion Cluster, Wishing Well Cluster, Black Arrow Cluster, Football Cluster, Firefly Party Cluster","NGC 3532, OCL 839"
"C 92","Caldwell","BRTNB","10.752","-59.867","CAR","3.0","","120.0","120.0","Eta Carinae Nebula, Carina Nebula, eta Car Nebula, Keyhole Nebula","NGC 3372, Dunlop 309"
"C 93","Caldwell","GLOCL","19.181","-59.982","PAV","6.28","","20.0","13.2","Great Peacock Globular, Pavo Globular","NGC 6752, NGC 6777, Dunlop 295"
"C 94","Caldwell","OPNCL","12.894","-60.356","CRU","4.2","","10.0","7.8","Jewel Box, Kappa Crucis Cluster, Herschel's Jewel Box, kappa Crucis Cluster","NGC 4755, OCL 892"
"C 95","Caldwell","OPNCL","16.055","-60.431","TRA","5.1","","12.0","11.4","","NGC 6025, OCL 939"
"C 96","Caldwell","OPNCL","7.969","-60.753","CAR","3.8","","30.0","24.3","Southern Beehive, Sprinter","NGC 2516, OCL 776"
"C 97","Caldwell","OPNCL","11.604","-61.605","CEN","5.3","","12.0","6.9","Pearl Cluster","NGC 3766, OCL 860"
"C 98","Caldwell","OPNCL","12.705","-62.996","CRU","6.9","","5.4","5.0","Coalsack Cluster","NGC 4609, OCL 890"
"C 99","Caldwell","DRKNB","12.522","-63.743","CRU","","","400.0","300.0","Coalsack Nebula, Coal Sack Nebula",""
"C 100","Caldwell","CL+NB","11.596","-63.02","CEN","4.5","","35","7.2","Running Chicken Nebula, lam Cen Nebula","IC 2944, Cr 249"
"C 101","Caldwell","GALXY","19.163","-63.858","PAV","9.25","23.47","15.67","9.75","Pavo Galaxy","NGC 6744, ESO 104-42"
"C 102","Caldwell","OPNCL","10.716","-64.394","CAR","1.9","","173.9","48.0","Southern Pleiades, tet Car Cluster, Theta Carinae","IC 2602, Cr 229"
"C 103","Caldwell","BRTNB","5.645","-69.101","DOR","7.25","","16.0","16.0","Tarantula Nebula (LMC), 30 Dor Cluster, Tarantula Nebula, 30 Doradus, Looped Nebula, True Lovers' Knot","NGC 2070, ESO 57-EN 6"
"C 104","Caldwell","GLOCL","1.054","-70.848","TUC","6.58","","13.0","8.7","","NGC 362, Dunlop 62"
"C 105","Caldwell","GLOCL","12.993","-70.875","MUS","7.79","","14.0","8.4","","NGC 4833, Lac I-4"
"C 106","Caldwell","GLOCL","0.401","-72.081","TUC","4.09","","43.8","31.8","47 Tucanae, 47 Tuc Cluster","NGC 104, 47 Tucanae"
"C 107","Caldwell","GLOCL","16.43","-72.202","APS","10.08","","11.0","4.5","","NGC 6101, GCL 40"
"C 108","Caldwell","GLOCL","12.429","-72.659","MUS","9.85","","19.0","12.0","","NGC 4372, GCL 19"
"C 109","Caldwell","PLNNB","10.156","-80.859","CHA","11.6","10.8","0.7","0.50","","NGC 3195, PK 296-20.1"
"HDW 3","Extra","SNREM","3.4543","45.4057","PER","","","12","12","","PK 149-09.1"
"IC 2","IC","GALXY","0.184","-12.823","CET","","23.45","0.98","0.32","",""
"IC 3","IC","GALXY","0.202","-0.415","PSC","","23.5","0.93","0.67","",""
"IC 4","IC","GALXY","0.224","17.486","PEG","","23.01","1.17","0.84","",""
"IC 5","IC","GALXY","0.293","-9.543","CET","","23.4","0.99","0.66","",""
"IC 6","IC","GALXY","0.315","-3.276","PSC","","23.89","1.23","1.08","",""
"IC 7","IC","GALXY","0.315","10.595","PSC","","23.22","0.9","0.63","",""
"IC 8","IC","GALXY","0.317","-3.222","PSC","","23.4","0.82","0.34","",""
"IC 9","IC","GALXY","0.329","-14.122","CET","","22.88","0.59","0.46","",""
"IC 10","IC","GALXY","0.338","59.304","CAS","10.35","24.53","6.76","6.03","","UGC 192"
"IC 11","IC","BRTNB","0.883","56.622","CAS","7.4","","35.0","30.0","PacMan Nebula","NGC 281"
"IC 12","IC","GALXY","0.338","-2.653","PSC","","22.93","0.96","0.32","",""
"IC 13","IC","GALXY","0.339","7.7","PSC","","23.53","1.29","0.53","",""
"IC 15","IC","GALXY","0.466","-0.061","CET","","22.85","0.44","0.38","",""
"IC 16","IC","GALXY","0.469","-13.094","CET","","23.0","0.58","0.32","",""
"IC 17","IC","GALXY","0.475","2.649","CET","","23.04","0.67","0.54","",""
"IC 18","IC","GALXY","0.476","-11.587","CET","","23.62","1.08","0.41","",""
"IC 19","IC","GALXY","0.478","-11.641","CET","","23.52","0.79","0.67","",""
"IC 20","IC","GALXY","0.478","-13.01","CET","","23.41","0.91","0.77","",""
"IC 21","IC","GALXY","0.486","-0.164","CET","","22.96","0.49","0.45","",""
"IC 22","IC","GALXY","0.493","-9.081","CET","","23.07","0.81","0.44","",""
"IC 23","IC","GALXY","0.514","-12.72","CET","","23.52","0.85","0.77","",""
"IC 25","IC","GALXY","0.52","-0.407","CET","","23.68","0.86","0.44","",""
"IC 26","IC","GALXY","0.529","-13.337","CET","15.9","23.16","0.66","0.35","","NGC 135"
"IC 27","IC","GALXY","0.552","-13.372","CET","","23.37","0.58","0.34","",""
"IC 28","IC","GALXY","0.552","-13.456","CET","","","0.3","0.22","",""
"IC 29","IC","GALXY","0.57","-2.178","CET","","23.75","0.66","0.49","",""
"IC 30","IC","GALXY","0.571","-2.085","CET","","23.71","0.69","0.39","",""
"IC 31","IC","GALXY","0.574","12.268","PSC","","23.86","1.16","0.23","",""
"IC 32","IC","GALXY","0.584","-2.142","CET","","23.62","0.62","0.39","",""
"IC 33","IC","GALXY","0.585","-2.138","CET","","23.6","0.78","0.58","",""
"IC 34","IC","GALXY","0.593","9.124","PSC","","24.32","2.81","1.05","",""
"IC 35","IC","GALXY","0.628","10.358","PSC","","23.36","0.9","0.74","",""
"IC 36","IC","GALXY","0.63","-15.441","CET","","","0.31","0.3","",""
"IC 37","IC","GALXY","0.643","-15.359","CET","","23.37","0.67","0.38","",""
"IC 38","IC","GALXY","0.644","-15.42","CET","","22.93","0.77","0.57","",""
"IC 39","IC","GALXY","0.652","-14.173","CET","12.57","22.28","2.11","0.58","","NGC 178"
"IC 40","IC","GALXY","0.656","2.456","CET","","23.27","1.05","0.43","",""
"IC 41","IC","GALXY","0.661","-14.174","CET","","23.2","0.71","0.45","",""
"IC 42","IC","GALXY","0.685","-15.428","CET","","23.25","0.76","0.53","",""
"IC 43","IC","GALXY","0.706","29.642","AND","13.25","23.13","1.26","1.15","",""
"IC 44","IC","GALXY","0.704","0.846","CET","13.2","23.45","1.18","0.78","","NGC 223"
"IC 46","IC","GALXY","0.716","27.253","AND","","22.83","0.8","0.61","",""
"IC 47","IC","GALXY","0.715","-13.741","CET","","","0.41","0.24","",""
"IC 48","IC","GALXY","0.726","-8.187","CET","13.16","23.01","1.12","0.92","","IC 1577"
"IC 49","IC","GALXY","0.732","1.85","CET","13.78","23.39","1.28","1.04","",""
"IC 50","IC","GALXY","0.768","-9.503","CET","","23.71","1.02","0.87","",""
"IC 51","IC","GALXY","0.773","-13.442","CET","","23.63","1.7","1.11","",""
"IC 52","IC","GALXY","0.807","4.092","PSC","","23.41","0.95","0.41","",""
"IC 53","IC","GALXY","0.845","10.6","PSC","","23.75","0.87","0.62","",""
"IC 55","IC","GALXY","0.862","7.719","PSC","","22.14","0.55","0.28","",""
"IC 56","IC","GALXY","0.858","-12.844","CET","","23.23","0.82","0.74","",""
"IC 57","IC","GALXY","0.913","11.841","PSC","","24.3","1.03","0.96","",""
"IC 58","IC","GALXY","0.917","-13.678","CET","","23.74","0.84","0.5","",""
"IC 59","IC","REFNB","0.958","61.144","CAS","","","10.0","5.0","Gamma Cassiopeiae Nebula","LBN 620, Sh 2-185, IC 63"
"IC 60","IC","GALXY","0.935","-13.358","CET","","24.14","1.04","0.76","",""
"IC 61","IC","GALXY","0.952","7.507","PSC","","24.61","1.34","1.29","",""
"IC 62","IC","GALXY","0.979","11.808","PSC","","22.85","0.76","0.46","",""
"IC 63","IC","BRTNB","0.991","60.912","CAS","","","10.0","3.0","","LBN 623, Sh 2-185, IC 59"
"IC 64","IC","GALXY","0.99","27.059","PSC","13.96","23.88","1.03","0.65","",""
"IC 65","IC","GALXY","1.015","47.682","AND","12.8","23.45","2.56","0.73","","UGC 625"
"IC 66","IC","GALXY","1.009","30.797","PSC","14.1","23.66","1.23","0.42","",""
"IC 69","IC","GALXY","1.023","31.041","PSC","","23.04","0.76","0.41","",""
"IC 70","IC","GALXY","1.018","0.051","CET","","23.65","0.42","0.24","",""
"IC 73","IC","GALXY","1.081","4.767","PSC","","23.23","0.62","0.48","",""
"IC 74","IC","GALXY","1.099","4.09","PSC","","23.1","0.57","0.46","",""
"IC 75","IC","GALXY","1.12","10.837","PSC","","22.8","0.66","0.51","",""
"IC 76","IC","GALXY","1.137","-4.554","CET","","23.52","0.81","0.36","",""
"IC 77","IC","GALXY","1.145","-15.421","CET","15.04","23.56","0.52","0.44","",""
"IC 78","IC","GALXY","1.147","-15.845","CET","","24.55","1.75","0.75","",""
"IC 79","IC","GALXY","1.147","-15.949","CET","","24.12","1.24","0.91","",""
"IC 80","IC","GALCL","1.147","-15.408","CET","","","1.2","1.2","",""
"IC 80 NED01","IC","GALXY","1.147","-15.409","CET","","24.48","1.5","1.03","",""
"IC 80 NED02","IC","GALXY","1.148","-15.406","CET","12.9","23.66","1.5","1.06","",""
"IC 81","IC","GALXY","1.156","-1.696","CET","","23.57","1.17","0.91","",""
"IC 82","IC","GALXY","1.152","-16.0","CET","","23.32","0.91","0.83","",""
"IC 83","IC","GALXY","1.175","1.689","CET","","23.2","0.68","0.45","",""
"IC 84","IC","GALXY","1.19","1.64","CET","","23.13","0.67","0.43","",""
"IC 86","IC","GALXY","1.225","-16.242","CET","","23.29","0.72","0.34","",""
"IC 87","IC","GALXY","1.238","0.765","CET","","23.21","0.69","0.63","",""
"IC 88","IC","GALXY","1.242","0.792","CET","18.07","23.15","0.53","0.44","",""
"IC 89","IC","GALXY","1.268","4.294","PSC","13.5","24.0","2.06","1.6","","NGC 446"
"IC 90","IC","GALXY","1.275","-7.977","CET","","24.14","1.25","1.12","",""
"IC 91","IC","GALXY","1.311","2.554","CET","","24.3","0.71","0.26","",""
"IC 92","IC","GALXY","1.33","32.768","PSC","15.0","23.54","0.85","0.48","","NGC 468"
"IC 93","IC","GALXY","1.317","-17.06","CET","13.57","22.91","1.21","0.56","","IC 1671"
"IC 95","IC","GALXY","1.322","-12.574","CET","","23.72","0.61","0.5","",""
"IC 96","IC","GALXY","1.343","29.617","PSC","","22.48","0.78","0.3","",""
"IC 97","IC","GALXY","1.334","14.861","PSC","16.5","24.21","0.81","0.55","","NGC 475"
"IC 98","IC","GALXY","1.349","-12.605","CET","","23.87","0.68","0.61","",""
"IC 99","IC","GALXY","1.374","-12.953","CET","","23.1","0.58","0.52","",""
"IC 100","IC","GALXY","1.382","-4.643","CET","","23.36","1.04","0.77","",""
"IC 101","IC","GALXY","1.402","9.931","PSC","","23.76","1.24","0.59","",""
"IC 102","IC","GALXY","1.407","9.887","PSC","","23.59","0.75","0.37","",""
"IC 103","IC","GALXY","1.41","2.044","CET","","23.94","0.95","0.67","",""
"IC 105","IC","GALXY","1.413","2.075","CET","","23.28","0.58","0.29","",""
"IC 106","IC","GALXY","1.412","-1.587","CET","13.0","23.73","1.78","0.36","","NGC 530, IC 1696, UGC 965"
"IC 107","IC","GALXY","1.424","14.865","PSC","","24.13","1.62","1.31","","IC 1700"
"IC 108","IC","GALXY","1.411","-12.636","CET","","23.66","1.3","0.36","",""
"IC 109","IC","GALXY","1.42","2.066","CET","","23.06","0.76","0.57","",""
"IC 112","IC","GALXY","1.434","11.443","PSC","","21.61","0.72","0.37","",""
"IC 113","IC","GALXY","1.44","19.192","PSC","","","0.35","0.26","",""
"IC 114","IC","GALXY","1.44","9.91","PSC","","24.91","1.4","0.56","",""
"IC 115","IC","GALXY","1.448","19.215","PSC","14.03","23.46","0.76","0.76","",""
"IC 116","IC","GALXY","1.447","-4.982","CET","","22.72","0.87","0.56","",""
"IC 117","IC","GALXY","1.457","-1.913","CET","14.3","23.0","0.62","0.26","","NGC 560, NGC 558, UGC 1036"
"IC 118","IC","GALXY","1.46","-4.997","CET","","23.9","0.72","0.55","",""
"IC 119","IC","GALXY","1.465","-2.04","CET","","24.04","1.19","0.58","",""
"IC 120","IC","GALXY","1.47","-1.916","CET","","23.73","0.92","0.33","",""
"IC 121","IC","GALXY","1.473","2.513","CET","","22.64","1.0","0.62","",""
"IC 122","IC","GALXY","1.47","-14.839","CET","","23.64","0.65","0.32","",""
"IC 123","IC","GALXY","1.481","2.446","CET","15.16","23.24","0.67","0.47","",""
"IC 125","IC","GALXY","1.488","-13.28","CET","","23.5","0.61","0.59","",""
"IC 126","IC","GALXY","1.497","-1.984","CET","","24.03","0.89","0.81","",""
"IC 127","IC","GALXY","1.497","-6.98","CET","9.2","23.47","1.69","0.45","",""
"IC 128","IC","GALXY","1.523","-12.624","CET","","23.31","0.82","0.61","",""
"IC 129","IC","GALXY","1.525","-12.654","CET","","24.28","1.23","0.6","",""
"IC 130","IC","GALXY","1.525","-15.592","CET","","23.52","0.75","0.64","",""
"IC 131","IC","BRTNB","1.554","30.753","TRI","","","0.3","0.3","",""
"IC 132","IC","BRTNB","1.554","30.946","TRI","14.82","","0.67","0.55","",""
"IC 133","IC","BRTNB","1.554","30.888","TRI","18.45","","0.45","0.45","",""
"IC 135","IC","BRTNB","1.571","30.62","TRI","","","0.4","0.4","",""
"IC 138","IC","GALXY","1.551","-0.69","CET","","23.37","1.12","0.74","",""
"IC 141","IC","GALXY","1.548","-14.815","CET","","23.33","1.23","0.91","",""
"IC 142","IC","BRTNB","1.565","30.758","TRI","14.2","","0.5","0.5","",""
"IC 143","IC","BRTNB","1.57","30.776","TRI","","","0.3","0.3","",""
"IC 144","IC","GALXY","1.628","-13.315","CET","","24.01","0.74","0.67","",""
"IC 145","IC","GALXY","1.644","0.741","CET","","23.17","0.69","0.5","",""
"IC 146","IC","GALXY","1.644","-17.831","CET","14.0","23.59","1.09","0.63","","NGC 648"
"IC 147","IC","GALXY","1.667","-14.863","CET","","22.97","0.76","0.42","",""
"IC 148","IC","GALXY","1.707","13.977","PSC","","23.07","1.82","0.57","",""
"IC 149","IC","GALXY","1.707","-16.3","CET","","22.82","1.27","0.41","",""
"IC 150","IC","GALXY","1.716","4.2","PSC","","22.99","0.88","0.5","",""
"IC 154","IC","GALXY","1.755","10.649","PSC","","22.86","1.19","0.23","",""
"IC 156","IC","GALXY","1.758","10.553","PSC","13.5","24.5","1.51","1.33","","UGC 1231"
"IC 158","IC","GALXY","1.765","-6.936","CET","","23.74","0.7","0.53","",""
"IC 159","IC","GALXY","1.774","-8.637","CET","","23.12","1.35","0.75","",""
"IC 160","IC","GALXY","1.775","-13.248","CET","","24.16","1.28","0.86","",""
"IC 161","IC","GALXY","1.812","10.508","PSC","","22.95","0.9","0.54","",""
"IC 162","IC","GALXY","1.815","10.522","PSC","","23.77","1.32","1.28","",""
"IC 163","IC","GALXY","1.821","20.711","ARI","13.26","23.05","1.62","0.73","","UGC 1276"
"IC 164","IC","GALXY","1.819","-3.904","CET","","23.9","1.58","1.35","",""
"IC 165","IC","GALXY","1.837","27.646","TRI","12.34","23.55","2.95","0.82","","NGC 684"
"IC 166","IC","OPNCL","1.873","61.853","CAS","11.7","","7.5","7.5","","OCL 334"
"IC 167","IC","GALXY","1.852","21.913","ARI","13.26","22.95","1.6","0.94","",""
"IC 168","IC","GALXY","1.841","-8.523","CET","","23.46","1.12","0.39","",""
"IC 169","IC","GALXY","1.844","-12.68","CET","","23.77","0.74","0.51","",""
"IC 170","IC","GALXY","1.866","-8.518","CET","","23.59","0.78","0.6","",""
"IC 171","IC","GALXY","1.92","35.282","TRI","","24.18","2.26","1.9","",""
"IC 172","IC","GALXY","1.915","0.811","CET","","22.24","0.48","0.37","",""
"IC 173","IC","GALXY","1.933","1.285","CET","14.09","23.35","0.92","0.72","",""
"IC 174","IC","GALXY","1.938","3.762","PSC","","24.1","1.49","0.99","",""
"IC 175","IC","GALXY","1.939","1.332","CET","","23.14","0.52","0.46","",""
"IC 176","IC","GALXY","1.948","-2.019","CET","","23.57","1.78","0.38","",""
"IC 177","IC","GALXY","1.95","-0.09","CET","","22.79","0.51","0.47","",""
"IC 178","IC","GALXY","1.982","36.675","AND","13.28","22.55","0.94","0.79","",""
"IC 179","IC","GALXY","2.003","38.021","AND","12.56","22.67","1.12","0.9","",""
"IC 180","IC","GALXY","2.0","23.604","ARI","","23.04","0.83","0.34","",""
"IC 181","IC","GALXY","2.001","23.659","ARI","","23.43","0.57","0.49","",""
"IC 182","IC","GALXY","1.998","7.412","PSC","","23.26","1.06","0.7","",""
"IC 183","IC","GALXY","1.993","-5.347","CET","","23.88","1.19","0.37","",""
"IC 184","IC","GALXY","1.998","-6.84","CET","13.89","23.35","1.12","0.59","",""
"IC 185","IC","GALXY","2.002","-1.528","CET","","23.46","0.79","0.33","",""
"IC 186","IC","GALCL","2.007","-1.552","CET","","","1.1","1.1","",""
"IC 186 NED03","IC","GALXY","2.007","-1.551","CET","","","0.25","0.2","",""
"IC 186A","IC","GALXY","2.007","-1.553","CET","","23.56","1.21","0.76","",""
"IC 186B","IC","GALXY","2.007","-1.55","CET","","23.74","0.69","0.47","",""
"IC 187","IC","GALXY","2.025","26.481","TRI","","23.83","2.23","0.73","",""
"IC 188","IC","GALXY","2.03","26.547","TRI","","21.27","0.54","0.28","",""
"IC 189","IC","GALXY","2.031","23.552","ARI","","23.18","0.78","0.67","",""
"IC 190","IC","GALXY","2.035","23.55","ARI","","","0.25","0.2","",""
"IC 191","IC","GALXY","2.041","18.373","ARI","12.73","23.0","1.22","0.96","","NGC 794, H III 207"
"IC 192","IC","GALXY","2.042","16.014","ARI","","23.51","0.95","0.67","",""
"IC 193","IC","GALXY","2.042","11.093","ARI","","23.58","1.36","0.97","",""
"IC 194","IC","GALXY","2.051","2.614","PSC","","24.0","1.85","0.33","",""
"IC 195","IC","GALXY","2.062","14.709","ARI","13.15","23.63","1.46","0.72","",""
"IC 196","IC","GALXY","2.064","14.739","ARI","","24.13","2.47","0.67","",""
"IC 197","IC","GALXY","2.068","2.787","PSC","","22.69","1.01","0.53","",""
"IC 198","IC","GALXY","2.101","9.296","PSC","","23.21","1.01","0.56","",""
"IC 199","IC","GALXY","2.105","9.227","PSC","","24.07","1.28","0.56","","IC 1778"
"IC 200","IC","GALXY","2.091","31.175","TRI","12.82","23.24","1.38","1.06","",""
"IC 201","IC","GALXY","2.121","9.115","CET","","23.89","0.54","0.5","",""
"IC 202","IC","GALXY","2.125","9.168","CET","","23.81","1.35","0.36","",""
"IC 203","IC","GALXY","2.125","9.123","CET","","24.52","0.6","0.51","",""
"IC 204","IC","GALXY","2.124","-1.43","CET","","23.02","0.55","0.36","",""
"IC 205","IC","GALXY","2.124","-2.091","CET","","23.21","0.92","0.82","",""
"IC 206","IC","GALXY","2.159","-6.968","CET","","23.42","1.22","0.39","",""
"IC 207","IC","GALXY","2.161","-6.922","CET","","24.43","1.81","0.45","",""
"IC 208","IC","GALXY","2.141","6.395","CET","","23.93","1.32","1.13","",""
"IC 209","IC","GALXY","2.15","-7.059","CET","","23.09","1.51","1.03","",""
"IC 210","IC","GALXY","2.158","-9.68","CET","","23.44","2.35","0.65","",""
"IC 211","IC","GALXY","2.186","3.853","CET","","23.29","1.66","0.76","",""
"IC 212","IC","GALXY","2.227","16.594","ARI","","23.67","0.79","0.54","",""
"IC 213","IC","GALXY","2.235","16.456","ARI","13.2","24.46","1.43","1.01","",""
"IC 214","IC","GALXY","2.235","5.173","CET","14.16","22.07","0.58","0.45","",""
"IC 215","IC","GALXY","2.236","-6.806","CET","","23.01","0.84","0.19","",""
"IC 216","IC","GALXY","2.265","-2.015","CET","","23.14","0.5","0.32","",""
"IC 217","IC","GALXY","2.27","-11.927","CET","","23.76","2.0","0.45","","IC 1787"
"IC 218","IC","GALXY","2.285","1.282","CET","","23.3","0.91","0.3","",""
"IC 219","IC","GALXY","2.311","-6.903","CET","","24.27","1.56","1.19","",""
